Name,User,Startdate,Enddate,trap_type,trap_code,trap_status,PBS_code,PBS_type,number_containers,Field_visit_completed,remarks,contact_person_name,contact_person_email,contact_person_tel,contact_remarks,PoE_name,PoE_code,PoE_type,PoE_street,PoE_municipality,PoE_website,PoE_remarks
M17SPO318OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 09:23:28,Oviposition trap,O318,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17ROO165SEP20,Isra Deblauwe,20-09-2017 11:32:56,17-10-2017 10:59:22,Oviposition trap,O165,Polystyrene next to trap,,,,Yes,placed higher on 20/9,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17MMO193SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 15:30:29,Oviposition trap,O193,Polystyrene gone,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17MBL010OKT18,Isra Deblauwe,18-10-2017 02:00:00,,Larval sampling,,,,,,No,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17HAO265SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 10:56:31,Oviposition trap,O265,Polystyrene gone,,,,Yes,tyre gone,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E2L003OKT23,Isra Deblauwe,23-10-2017 02:00:00,23-10-2017 15:29:42,Larval sampling,,,E2L003,Plastic container,1,Yes,very dirty water in blue container,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17MML020SEP05,Isra Deblauwe,05-09-2017 16:58:37,05-09-2017 16:58:42,Larval sampling,,,mml020,Plastic sheet,1,Yes,"yellow sheet Walkro, koreicus",,,,,,MM,,,,,
M17AZO037AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 07:38:56,Oviposition trap,O056,OK,,,,Yes,very little water in pot,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17MCO050SEP28,Isra Deblauwe,28-09-2017 02:00:00,24-11-2017 10:21:02,Oviposition trap,O050,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17RO160OKT17,Isra Deblauwe,17-10-2017 08:38:43,14-11-2017 08:38:45,Oviposition trap,O160,OK,,,,Yes,,,,,,,RO,,,,,
M17E3L006OKT23,Isra Deblauwe,23-10-2017 02:00:00,,Larval sampling,,,,,,No,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17VPL002OKT20,Isra Deblauwe,20-10-2017 02:00:00,20-10-2017 14:59:39,Larval sampling,,,VPL002,Plastic container,7,Yes,"black buckets and containers, and grey containers",Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17ETO245AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 09:58:34,Oviposition trap,O245,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ALO258NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 08:52:41,Oviposition trap,O258,Polystyrene gone,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17E7O106SEP13,Isra Deblauwe,13-09-2017 02:00:00,11-10-2017 14:07:10,Oviposition trap,O106,Polystyrene gone,,,,Yes,"new trap placed higher in bush, trap gone on 11/10",,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17E3O124SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 11:54:33,Oviposition trap,O124,OK,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17BAO065AUG31,Isra Deblauwe,31-08-2017 02:00:00,15-09-2017 15:07:54,Oviposition trap,O065,Polystyrene gone,,,,Yes,new polystyrene placed,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17E4O172AUG22,Isra Deblauwe,22-08-2017 02:00:00,19-09-2017 10:37:17,Oviposition trap,O172,Polystyrene next to trap,,,,Yes,trap fallen over,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17VPO231SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 11:07:20,Oviposition trap,O231,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17BAO066AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 14:33:18,Oviposition trap,O066,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MMO222SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 08:49:28,Oviposition trap,O222,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17HAO285AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 16:47:15,Oviposition trap,O285,Polystyrene gone,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MMO200AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 15:26:14,Oviposition trap,O200,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17HAO300OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 12:25:04,Oviposition trap,O300,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E4O178OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 11:21:33,Oviposition trap,O178,OK,,,,Yes,new trap placed see foto ,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17SPO317AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 10:46:30,Oviposition trap,O317,Polystyrene next to trap,,,,Yes,probably too much water in tier due to rain so overflow,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17E9O076AUG18,Isra Deblauwe,18-08-2017 02:00:00,15-09-2017 12:57:59,Oviposition trap,O076,Polystyrene next to trap,,,,Yes,,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17RAO136OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 10:38:27,Oviposition trap,O136,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17E3L008OKT23,Isra Deblauwe,23-10-2017 02:00:00,,Larval sampling,,,,,,No,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17E9O079OKT13,Isra Deblauwe,13-10-2017 02:00:00,10-11-2017 11:33:57,Oviposition trap,O079,Polystyrene gone,,,,Yes,"6m to the right behind wall, stop sampling, trap blown away","Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17MMO222OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 08:45:14,Oviposition trap,O222,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17ABB010OKT24,Isra Deblauwe,24-10-2017 02:00:00,07-11-2017 11:31:32,BG-Sentinel trap,B010,OK,,,,Yes,net fzl into trap when changing,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17EBM035DEC20,Isra Deblauwe,20-12-2017 01:00:00,,Mosquito Magnet trap,M035,OK,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17HAO270OKT30,Isra Deblauwe,30-10-2017 01:00:00,27-11-2017 08:00:32,Oviposition trap,O270,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17RAO138SEP19,Isra Deblauwe,19-09-2017 02:00:00,17-10-2017 14:20:32,Oviposition trap,O138,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17E9O080OKT13,Isra Deblauwe,13-10-2017 02:00:00,10-11-2017 11:35:12,Oviposition trap,O080,Polystyrene next to trap,,,,Yes,stop sampling,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17MBO185AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 11:56:23,Oviposition trap,O185,Polystyrene gone,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17MMO215OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 14:47:25,Oviposition trap,O215,Polystyrene gone,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17RAO133AUG22,Isra Deblauwe,22-08-2017 02:00:00,20-09-2017 17:10:01,Oviposition trap,O133,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MMO228AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 15:08:08,Oviposition trap,O228,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17BAM029NOV10,Isra Deblauwe,10-11-2017 01:00:00,24-11-2017 13:36:02,Mosquito Magnet trap,M029,OK,,,,Yes,"gas tank empty, pinking red",Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MMO208SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 11:13:17,Oviposition trap,O208,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17ALO253OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 11:24:48,Oviposition trap,O253,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17ACL002OKT12,Isra Deblauwe,12-10-2017 02:00:00,12-10-2017 11:01:50,Larval sampling,,,ACL002,Plastic container,1,Yes,"bij waterzuivering, emmer",Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17ATO010SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 10:50:09,Oviposition trap,O010,Polystyrene gone,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17ACL006OKT12,Isra Deblauwe,12-10-2017 02:00:00,12-10-2017 12:37:21,Larval sampling,,,ACL006,Cemetery flower vases,53,Yes,ransart,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17HAO266OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 10:38:27,Oviposition trap,O266,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAO268OKT02,Isra Deblauwe,02-10-2017 02:00:00,16-10-2017 12:30:08,Oviposition trap,O268,Polystyrene next to trap,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ALM040OKT20,Isra Deblauwe,20-10-2017 02:00:00,03-11-2017 14:00:37,Mosquito Magnet trap,M040,Stopped working,,,,Yes,"octenol niet vervangen op 20/10, teryg vergeten op 3/11... val stond af, na aanzetten terug groen op 3/11",William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17ETO242SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 09:22:55,Oviposition trap,O242,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17HAO266AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 09:31:36,Oviposition trap,O266,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAO302OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 13:23:10,Oviposition trap,O302,Polystyrene next to trap,,,,Yes,nibbled on by animals ,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17PAO029OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 07:43:59,Oviposition trap,O029,Polystyrene gone,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17AZO035AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 07:29:00,Oviposition trap,O054,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17E7L002OKT11,Isra Deblauwe,11-10-2017 02:00:00,11-10-2017 13:33:30,Larval sampling,,,E7L002,Plastic sheet,1,Yes,white sheet behind building,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17ETL009OKT20,Isra Deblauwe,20-10-2017 02:00:00,,Larval sampling,,,,,,No,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17VPO235NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 09:40:02,Oviposition trap,O235,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17BAO067AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 14:34:19,Oviposition trap,O067,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17E3L002OKT23,Isra Deblauwe,23-10-2017 02:00:00,23-10-2017 11:13:11,Larval sampling,,,E3L002,Artificial pond,3,Yes,van hotel pole europeen,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17RAO138AUG22,Isra Deblauwe,22-08-2017 02:00:00,19-09-2017 16:05:54,Oviposition trap,O138,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17HAO281SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 17:48:04,Oviposition trap,O281,Polystyrene gone,,,,Yes,"trap away from his location. only trap found , polysterene gone",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17BAL004SEP15,Isra Deblauwe,15-09-2017 02:00:00,15-09-2017 10:49:11,Larval sampling,,,bal004,Metal container,1,Yes,long yellow metal container,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MMO193OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 14:29:25,Oviposition trap,O193,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17MBL006OKT18,Isra Deblauwe,18-10-2017 02:00:00,,Larval sampling,,,,,,No,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17ATO004AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 09:08:58,Oviposition trap,O004,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17HAO287AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 17:01:15,Oviposition trap,O287,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17VPO234OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 14:08:24,Oviposition trap,O234,OK,,,,Yes,almost empty tyre,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17BAL007OKT13,Isra Deblauwe,13-10-2017 02:00:00,,Larval sampling,,,,,,No,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MML012SEP05,Isra Deblauwe,05-09-2017 12:10:16,05-09-2017 12:10:20,Larval sampling,,,mml012,Metal container,2,Yes,drinking troughs horses,,,,,,MM,,,,,
M17PZO095OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 07:41:37,Oviposition trap,O095,Polystyrene gone,,,,Yes,,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17E7L005OKT11,Isra Deblauwe,11-10-2017 02:00:00,11-10-2017 14:39:43,Larval sampling,,,E7L005,Artificial pond,1,Yes,in garden of friture,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17ETO242NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 07:16:47,Oviposition trap,O242,Stopped working,,,,Yes,"couldn t reach trap, obstical, see foto",William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17RAO145OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 09:32:33,Oviposition trap,O145,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17E7O106AUG30,Isra Deblauwe,30-08-2017 02:00:00,13-09-2017 13:55:53,Oviposition trap,O106,Polystyrene gone,,,,Yes,trap gone,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17E9O080SEP15,Isra Deblauwe,15-09-2017 02:00:00,13-10-2017 14:39:44,Oviposition trap,O080,Polystyrene gone,,,,Yes,dryed out,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17E9O077SEP15,Isra Deblauwe,15-09-2017 02:00:00,13-10-2017 14:34:11,Oviposition trap,O077,OK,,,,Yes,,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17E7O102SEP13,Isra Deblauwe,13-09-2017 02:00:00,11-10-2017 13:40:41,Oviposition trap,O102,OK,,,,Yes,,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17SPO315OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 09:17:35,Oviposition trap,O315,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17ATO007OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 09:51:03,Oviposition trap,O007,Stopped working,,,,Yes,"new trap placed see foto, 21/11, tyre gone",Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
