"Tube Number";"Sampling Code";"Genus";"Species";"Sex";"Number";"Box";"Storage of Box";"Status";"Identifier";"Date ID";"Comments"
"EM532";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, head"
"EM533";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"No abdomen";"Isra";2012/10/12 0:00:00;"sticky, no legs, wings, abdomen"
"EM534";"AOM009Oct";"Culex";"pipiens";"M";1;"AO01";"KB25, closet 123";"Male";"Isra";2012/10/12 0:00:00;"no head, legs"
"EM535";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM536";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few scales"
"EM537";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 prealar scale"
"EM538";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM539";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM540";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Gravid";"Isra";2012/10/12 0:00:00;"1 prealar scale"
"EM541";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, 1 prealar scale?"
"EM542";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs"
"EM543";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs, flat"
"EM544";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"flat"
"EM545";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"flat"
"EM546";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM547";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM548";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM549";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM550";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM551";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM552";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM553";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM554";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM555";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM556";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, 1 leg missing"
"EM557";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM558";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM559";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM560";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM561";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM562";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 leg missing"
"EM563";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 leg missing"
"EM564";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM565";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM566";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Gravid";"Isra";2012/10/12 0:00:00;"complete"
"EM567";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"2 legs missing"
"EM568";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 leg missing"
"EM569";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM570";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs"
"EM571";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 leg missing"
"EM572";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"2 legs missing"
"EM573";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"2 legs missing"
"EM574";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 leg missing"
"EM575";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs"
"EM576";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"few legs, no scales"
"EM577";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;
"EM578";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, no legs, scales"
"EM579";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"few legs, no scales"
"EM580";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, few scales"
"EM581";"PGM010Oct";"Culex";"pipiens";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"few legs"
"EM582";"PGM010Oct";"Culex";"pipiens/torrentium?";"F";1;"PG01";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"flat, no scales"
"EM583";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, 1 leg"
"EM584";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, 2 leg"
"EM585";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, no legs"
"EM586";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, no legs"
"EM587";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, no legs"
"EM588";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, no legs"
"EM589";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, no legs, few scales"
"EM590";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, 1 leg"
"EM591";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/16 0:00:00;"nectar in abdomen, 1 leg"
"EM592";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales"
"EM593";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales, legs"
"EM594";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, few legs"
"EM595";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales, 2 legs missing"
"EM596";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales, 1 leg missing"
"EM597";"N1M001Sep";"Culex";"torrentium";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, sticky"
"EM598";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 1 leg"
"EM599";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, few legs"
"EM600";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, few scales, legs"
"EM601";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, few scales, legs"
"EM602";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, complete"
"EM603";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales, 1 leg"
"EM604";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 1 leg"
"EM605";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales"
"EM606";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"1 leg"
"EM607";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 2 legs"
"EM608";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 1 leg"
"EM609";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 1 leg, 1 prealar scale"
"EM610";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, few legs"
"EM611";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"2 legs"
"EM612";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen"
"EM613";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no head, legs, wings, scales"
"EM614";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no scales"
"EM615";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 1 leg"
"EM616";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"2 legs missing"
"EM617";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, no legs"
"EM618";"N1M001Sep";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 2 legs"
"EM619";"N1M001Sep";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/10/18 0:00:00;"nectar in abdomen, 2 legs missing"
"EM620";"N1M001Sep";"Culex";"pipiens";"M";1;"N101";"KB25, closet 123";"Male";"Isra";2012/10/18 0:00:00;"legs missing"
"EM621";"M1M003W41";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, scales"
"EM622";"M1M003W41";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few scales"
"EM623";"A2M012Oct";"Culex";"pipiens";"F";1;"A201";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no head, 2 legs"
"EM624";"A2M012Oct";"Culex";"pipiens";"F";1;"A201";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen"
"EM625";"AZM022Oct";"Culex";"pipiens/torrentium?";"F";1;"AZ01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"no legs, few scales"
"EM626";"AZM022Oct";"Culex";"pipiens/torrentium?";"F";1;"AZ01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no legs, dirty"
"EM627";"AZM022Oct";"Culex";"pipiens/torrentium?";"F";1;"AZ01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no legs, dirty"
"EM628";"PEM011Oct";"Culex";"pipiens/torrentium?";"F";1;"PE01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no legs, few scales"
"EM629";"PEM011Oct";"Culex";"pipiens/torrentium?";"F";1;"PE01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, no scales"
"EM630";"PEM011Oct";"Culex";"pipiens";"F";1;"PE01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, scales"
"EM631";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs"
"EM632";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, 1 leg"
"EM633";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, head, 1 leg"
"EM634";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs"
"EM635";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, 1 leg"
"EM636";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs"
"EM637";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs"
"EM638";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, 2 legs"
"EM639";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, 3 legs"
"EM640";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales"
"EM641";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs"
"EM642";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"No abdomen";"Isra";2012/11/5 0:00:00;"sticky, no scales, legs, abdomen"
"EM643";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, few legs"
"EM644";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs"
"EM645";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs"
"EM646";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales, 1 leg missing"
"EM647";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales"
"EM648";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs"
"EM649";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, 1 leg"
"EM650";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs, 1 wing"
"EM651";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales"
"EM652";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, legs, head"
"EM653";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales, legs"
"EM654";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, 2 legs"
"EM655";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, 1 leg"
"EM656";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, 1 prealar scale"
"EM657";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, no scales, few legs"
"EM658";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales"
"EM659";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, sticky"
"EM660";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, sticky, no scales, legs"
"EM661";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales, legs"
"EM662";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs"
"EM663";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen"
"EM664";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, 1 leg"
"EM665";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs"
"EM666";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales"
"EM667";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales"
"EM668";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs"
"EM669";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales, 1 leg"
"EM670";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs"
"EM671";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen"
"EM672";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, 1 prealar scale"
"EM673";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs"
"EM674";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, scales"
"EM675";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs"
"EM676";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, scales"
"EM677";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, scales"
"EM678";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs, scales"
"EM679";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen"
"EM680";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen"
"EM681";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs"
"EM682";"EPM007Oct";"Culex";"torrentium";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"prealar scales, few legs"
"EM683";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few legs"
"EM684";"EPM007Oct";"Culex";"pipiens";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs"
"EM685";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"few legs, scales"
"EM686";"EPM007Oct";"Culex";"pipiens/torrentium?";"F";3;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"nectar in abdomen, few scales, legs"
"EM687";"EPM007Oct";"Culiseta";"annulata";"F";1;"EP01";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"flat"
"EM688";"M1M003W39";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/11/5 0:00:00;"dry, few scales"
"EM689";"N1M001Oct";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, 1 leg missing, no scales"
"EM690";"N1M001Oct";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, no scales"
"EM691";"N1M001Oct";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen"
"EM692";"N1M001Oct";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"complete"
"EM693";"N1M001Oct";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"complete"
"EM694";"N1M001Oct";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"1 leg"
"EM695";"N1M001Oct";"Culex";"pipiens";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"nectar in abdomen, few legs"
"EM696";"N1M001Oct";"Culex";"pipiens/torrentium?";"F";1;"N101";"KB25, closet 123";"Empty";"Isra";2012/11/6 0:00:00;"prealar scales"
