species;decimallatitude;decimallongitude;eventdate;day;month;year
Culex pipiens;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Culex torrentium;50.550.468;591.359;2008-08-04T02:00Z;4;8;2008
Anopheles maculipennis;5.053.413;568.738;2008-09-15T02:00Z;15;9;2008
Culex pipiens;5.090.527;537.336;2008-08-26T02:00Z;26;8;2008
Anopheles claviger;5.125.943;486.543;2008-08-27T02:00Z;27;8;2008
Culex pipiens;;;2008-09-03T02:00Z;3;9;2008
Anopheles maculipennis;51.154.549;533.971;2008-07-29T02:00Z;29;7;2008
Aedes geniculatus;5.055.032;552.043;2008-09-15T02:00Z;15;9;2008
Anopheles claviger;50.713.879;603.336;2008-07-28T02:00Z;28;7;2008
Anopheles claviger;50.441.731;573.707;2008-09-08T02:00Z;8;9;2008
Coquillettidia richiardii;5.066.452;584.294;2008-07-28T02:00Z;28;7;2008
Aedes geniculatus;5.036.657;571.288;2008-09-01T02:00Z;1;9;2008
Culex pipiens;50.771.702;562.568;2008-09-16T02:00Z;16;9;2008
Culex pipiens;50.544.781;580.118;2008-08-04T02:00Z;4;8;2008
Culex pipiens;50.142.422;61.366;2008-08-18T02:00Z;18;8;2008
Culex pipiens;51.005.291;537.387;2008-08-19T02:00Z;19;8;2008
Culiseta annulata;50.771.702;562.568;2008-09-16T02:00Z;16;9;2008
Culex pipiens;5.120.348;503.542;2008-08-27T02:00Z;27;8;2008
Culex pipiens;50.841.702;523.999;2008-09-02T02:00Z;2;9;2008
Culiseta annulata;51.154.549;533.971;2008-07-29T02:00Z;29;7;2008
Culex pipiens;50.636.768;560.128;2008-09-09T02:00Z;9;9;2008
Anopheles claviger;5.053.413;568.738;2008-09-15T02:00Z;15;9;2008
Culex pipiens;51.154.549;533.971;2008-07-29T02:00Z;29;7;2008
Culex pipiens;51.166.359;561.523;2008-07-29T02:00Z;29;7;2008
Culex pipiens;50.544.781;580.118;2008-08-04T02:00Z;4;8;2008
Aedes geniculatus;50.358.501;59.422;2008-08-25T02:00Z;25;8;2008
Culex pipiens;50.505.959;548.802;2008-09-15T02:00Z;15;9;2008
Culex pipiens;51.005.291;537.387;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.466.282;571.609;2008-09-08T02:00Z;8;9;2008
Culex pipiens;5.114.875;550.894;2008-07-29T02:00Z;29;7;2008
Anopheles plumbeus;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
Culex pipiens;50.505.959;548.802;2008-09-15T02:00Z;15;9;2008
Culex pipiens;5.053.413;568.738;2008-09-15T02:00Z;15;9;2008
Culex pipiens;5.090.527;537.336;2008-08-26T02:00Z;26;8;2008
Aedes cinereus;;;2008-08-27T02:00Z;27;8;2008
Culex pipiens;49.815.048;519.163;2008-09-15T02:00Z;15;9;2008
Anopheles plumbeus;5.120.348;503.542;2008-08-27T02:00Z;27;8;2008
Aedes cinereus;50.358.501;59.422;2008-08-25T02:00Z;25;8;2008
Aedes cinereus;5.120.348;503.542;2008-08-27T02:00Z;27;8;2008
Culex pipiens;5.016.032;431.717;2008-09-09T02:00Z;9;9;2008
Culex pipiens;50.635.921;531.683;2008-09-09T02:00Z;9;9;2008
Culex pipiens;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
Culex pipiens;4.958.968;579.876;2008-09-08T02:00Z;8;9;2008
Aedes cinereus;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
Aedes vexans;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
Culex pipiens;50.423.229;56.541;2008-09-08T02:00Z;8;9;2008
Anopheles maculipennis;51.154.549;533.971;2008-07-29T02:00Z;29;7;2008
Aedes punctor;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
Culex pipiens;50.277.771;627.276;2008-08-18T02:00Z;18;8;2008
Culiseta morsitans;;;2008-08-27T02:00Z;27;8;2008
Culex pipiens;51.072.491;56.873;2008-08-12T02:00Z;12;8;2008
Anopheles claviger;51.312.241;47.177;2008-08-27T02:00Z;27;8;2008
Culex pipiens;;;2008-08-27T02:00Z;27;8;2008
Culex pipiens;51.062.752;453.492;2008-07-30T02:00Z;30;7;2008
Culex pipiens;5.036.657;571.288;2008-09-01T02:00Z;1;9;2008
Culex pipiens;5.114.875;550.894;2008-07-29T02:00Z;29;7;2008
Aedes cinereus;51.005.291;537.387;2008-08-19T02:00Z;19;8;2008
Culiseta annulata;50.636.768;560.128;2008-09-09T02:00Z;9;9;2008
Anopheles claviger;50.841.702;523.999;2008-09-02T02:00Z;2;9;2008
Culex pipiens;50.358.501;59.422;2008-08-25T02:00Z;25;8;2008
Anopheles maculipennis;50.423.229;56.541;2008-09-08T02:00Z;8;9;2008
Culiseta annulata;51.312.241;47.177;2008-08-27T02:00Z;27;8;2008
Culex pipiens;50.423.229;56.541;2008-09-08T02:00Z;8;9;2008
Aedes caspius;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Culex pipiens;49.612.518;54.782;2008-09-08T02:00Z;8;9;2008
Culex pipiens;49.846.642;556.581;2008-08-25T02:00Z;25;8;2008
Anopheles maculipennis;50.636.768;560.128;2008-09-09T02:00Z;9;9;2008
Culiseta annulata;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Anopheles plumbeus;51.062.752;453.492;2008-07-30T02:00Z;30;7;2008
Culex pipiens;50.636.768;560.128;2008-09-09T02:00Z;9;9;2008
Culex pipiens;49.726.871;52.555;2008-09-15T02:00Z;15;9;2008
Culex pipiens;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
;49.846.642;556.581;2008-08-25T02:00Z;25;8;2008
Culex pipiens;51.312.241;47.177;2008-08-27T02:00Z;27;8;2008
Culex pipiens;49.773.441;557.356;2008-09-01T02:00Z;1;9;2008
Culex pipiens;50.635.921;531.683;2008-09-09T02:00Z;9;9;2008
Aedes geniculatus;50.636.768;560.128;2008-09-09T02:00Z;9;9;2008
Aedes vexans;51.005.291;537.387;2008-08-19T02:00Z;19;8;2008
Culex pipiens;51.312.241;47.177;2008-08-27T02:00Z;27;8;2008
Culex pipiens;5.066.452;584.294;2008-07-28T02:00Z;28;7;2008
Culex pipiens;51.136.261;574.493;2008-05-06T02:00Z;6;5;2008
Culex pipiens;5.013.063;434.833;2008-09-09T02:00Z;9;9;2008
Aedes cinereus;51.072.491;56.873;2008-08-12T02:00Z;12;8;2008
Aedes cinereus;51.136.261;574.493;2008-05-06T02:00Z;6;5;2008
Culiseta annulata;51.312.241;47.177;2008-08-27T02:00Z;27;8;2008
Culex pipiens;49.815.048;519.163;2008-09-15T02:00Z;15;9;2008
Culex torrentium;50.994.919;485.874;2008-08-06T02:00Z;6;8;2008
Culiseta annulata;50.733.002;518.278;2008-09-02T02:00Z;2;9;2008
Culex pipiens;49.732.769;524.311;2008-09-15T02:00Z;15;9;2008
Culex pipiens;49.954.159;573.438;2008-08-18T02:00Z;18;8;2008
Culex pipiens;;;2008-07-30T02:00Z;30;7;2008
Anopheles claviger;5.032.671;517.456;2008-09-03T02:00Z;3;9;2008
Aedes cantans;51.136.261;574.493;2008-05-06T02:00Z;6;5;2008
Culex pipiens;50.754.219;471.774;2008-08-13T02:00Z;13;8;2008
Culex pipiens;51.087.341;550.036;2008-08-05T02:00Z;5;8;2008
Culiseta morsitans;51.072.491;56.873;2008-08-12T02:00Z;12;8;2008
Culex pipiens;50.350.349;420.429;2008-09-02T02:00Z;2;9;2008
Culex pipiens;50.376.701;432.345;2008-08-26T02:00Z;26;8;2008
Culex pipiens;51.087.341;550.036;2008-08-05T02:00Z;5;8;2008
Aedes rusticus;51.136.261;574.493;2008-05-06T02:00Z;6;5;2008
Culex torrentium;;;2008-07-30T02:00Z;30;7;2008
Culiseta annulata;50.841.702;523.999;2008-09-02T02:00Z;2;9;2008
Culex pipiens;50.131.199;576.803;2008-08-18T02:00Z;18;8;2008
Culex pipiens;49.799.789;565.833;2008-08-25T02:00Z;25;8;2008
Aedes geniculatus;50.277.771;627.276;2008-08-18T02:00Z;18;8;2008
Culex pipiens;50.733.002;518.278;2008-09-02T02:00Z;2;9;2008
Culex pipiens;49.612.518;54.782;2008-09-08T02:00Z;8;9;2008
Aedes rusticus;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.273.369;608.043;2008-08-11T02:00Z;11;8;2008
Culex pipiens;50.277.771;627.276;2008-08-18T02:00Z;18;8;2008
Anopheles plumbeus;50.636.768;560.128;2008-09-09T02:00Z;9;9;2008
Culex pipiens;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Culex pipiens;51.371.681;475.114;2008-06-18T02:00Z;18;6;2008
Culex pipiens;50.333.542;543.284;2008-09-03T02:00Z;3;9;2008
Culex pipiens;5.057.946;411.898;2008-08-12T02:00Z;12;8;2008
Culex pipiens;50.408.119;512.182;2008-08-27T02:00Z;27;8;2008
Culex pipiens;50.408.119;512.182;2008-08-27T02:00Z;27;8;2008
Aedes cinereus;50.651.508;445.226;2008-07-30T02:00Z;30;7;2008
;49.799.789;565.833;2008-08-25T02:00Z;25;8;2008
Culex pipiens;50.680.569;394.197;2007-05-07T02:00Z;7;5;2007
Culex pipiens;51.080.631;548.693;2008-08-05T02:00Z;5;8;2008
Culex pipiens;5.100.185;552.434;2008-08-12T02:00Z;12;8;2008
Culex pipiens;50.994.919;485.874;2008-08-06T02:00Z;6;8;2008
Aedes punctor;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Culex pipiens;4.963.567;578.501;2008-09-08T02:00Z;8;9;2008
Culiseta annulata;5.100.185;552.434;2008-08-12T02:00Z;12;8;2008
Culex pipiens;5.102.272;525.449;2008-06-17T02:00Z;17;6;2008
Culiseta annulata;50.975.498;484.562;2008-08-06T02:00Z;6;8;2008
Anopheles claviger;;;2008-07-30T02:00Z;30;7;2008
Culex pipiens;49.773.441;557.356;2008-09-01T02:00Z;1;9;2008
;50.484.112;38.707;2008-08-19T02:00Z;19;8;2008
Culex pipiens;4.972.102;55.918;2008-09-01T02:00Z;1;9;2008
Aedes geniculatus;50.668.949;458.667;2008-08-06T02:00Z;6;8;2008
Anopheles claviger;51.136.261;574.493;2008-05-06T02:00Z;6;5;2008
Culex pipiens;5.012.035;536.076;2008-08-04T02:00Z;4;8;2008
Culex pipiens;50.975.498;484.562;2008-08-06T02:00Z;6;8;2008
Culex pipiens;5.100.185;552.434;2008-08-12T02:00Z;12;8;2008
Culex torrentium;51.020.199;482.963;2008-05-28T02:00Z;28;5;2008
Aedes vexans;51.080.631;548.693;2008-08-05T02:00Z;5;8;2008
Aedes punctor;5.011.211;545.817;2008-08-04T02:00Z;4;8;2008
Anopheles plumbeus;;;2008-07-30T02:00Z;30;7;2008
Anopheles claviger;51.080.631;548.693;2008-08-05T02:00Z;5;8;2008
Culex pipiens;50.174.412;557.782;2008-08-11T02:00Z;11;8;2008
Culex pipiens;50.591.351;423.493;2008-08-12T02:00Z;12;8;2008
Anopheles maculipennis;5.115.456;517.407;2008-06-04T02:00Z;4;6;2008
Aedes vexans;5.102.272;525.449;2008-06-17T02:00Z;17;6;2008
Culiseta annulata;50.994.919;485.874;2008-08-06T02:00Z;6;8;2008
Aedes geniculatus;50.994.919;485.874;2008-08-06T02:00Z;6;8;2008
Culex pipiens;50.513.271;43.985;2008-08-05T02:00Z;5;8;2008
Culex pipiens;50.529.331;40.319;2008-08-19T02:00Z;19;8;2008
Culex pipiens;5.044.379;53.515;2008-06-23T02:00Z;23;6;2008
Aedes punctor;5.141.589;504.329;2008-06-11T02:00Z;11;6;2008
Culex pipiens;50.651.508;445.226;2008-07-30T02:00Z;30;7;2008
Culex pipiens;5.115.456;517.407;2008-06-04T02:00Z;4;6;2008
Culex pipiens;50.600.052;425.602;2008-08-05T02:00Z;5;8;2008
Culex pipiens;5.113.411;30.913;2008-05-04T02:00Z;4;5;2008
Culex pipiens;50.680.569;394.197;2007-05-07T02:00Z;7;5;2007
Culex pipiens;50.174.412;557.782;2008-08-11T02:00Z;11;8;2008
Culex pipiens;50.380.638;606.746;2008-08-11T02:00Z;11;8;2008
Culex pipiens;50.534.939;458.032;2008-07-29T02:00Z;29;7;2008
Anopheles plumbeus;5.050.692;464.915;2008-07-29T02:00Z;29;7;2008
Culiseta annulata;50.519.959;436.888;2008-08-05T02:00Z;5;8;2008
Anopheles claviger;50.975.498;484.562;2008-08-06T02:00Z;6;8;2008
Culex pipiens;50.498.661;493.309;2008-08-27T02:00Z;27;8;2008
Culiseta annulata;50.513.271;43.985;2008-08-05T02:00Z;5;8;2008
Culiseta annulata;51.047.508;46.483;2008-05-28T02:00Z;28;5;2008
;50.185.242;509.757;2008-07-28T02:00Z;28;7;2008
Culex pipiens;5.050.692;464.915;2008-07-29T02:00Z;29;7;2008
Culex pipiens;51.371.681;475.114;2008-06-18T02:00Z;18;6;2008
Culex pipiens;51.020.199;482.963;2008-05-28T02:00Z;28;5;2008
Culex pipiens;51.036.079;264.306;2008-05-11T02:00Z;11;5;2008
Culex pipiens;51.047.508;46.483;2008-05-28T02:00Z;28;5;2008
Anopheles claviger;5.115.456;517.407;2008-06-04T02:00Z;4;6;2008
Anopheles plumbeus;49.995.129;465.142;2008-06-18T02:00Z;18;6;2008
Culex pipiens;50.513.271;43.985;2008-08-05T02:00Z;5;8;2008
Culex pipiens;50.668.949;458.667;2008-08-06T02:00Z;6;8;2008
Culex pipiens;5.115.456;517.407;2008-06-04T02:00Z;4;6;2008
Culex pipiens;5.057.946;411.898;2008-08-12T02:00Z;12;8;2008
Anopheles claviger;50.979.752;291.655;2008-05-11T02:00Z;11;5;2008
Culex pipiens;50.285.011;587.358;2008-06-09T02:00Z;9;6;2008
Culex pipiens;50.786.152;559.058;2008-05-27T02:00Z;27;5;2008
Aedes communis;5.141.589;504.329;2008-06-11T02:00Z;11;6;2008
Culex pipiens;51.370.979;471.129;2008-06-18T02:00Z;18;6;2008
Culiseta annulata;50.680.569;394.197;2007-05-07T02:00Z;7;5;2007
Culex pipiens;50.707.729;434.664;2008-07-30T02:00Z;30;7;2008
Culex pipiens;50.933.151;533.675;2008-06-10T02:00Z;10;6;2008
Anopheles claviger;51.320.259;42.288;2008-05-12T02:00Z;12;5;2008
Culex pipiens;50.633.141;457.119;2008-08-06T02:00Z;6;8;2008
Culex pipiens;50.876.019;552.234;2008-05-27T02:00Z;27;5;2008
Coquillettidia richiardii;5.115.456;517.407;2008-06-04T02:00Z;4;6;2008
Culex pipiens;50.933.151;533.675;2008-06-10T02:00Z;10;6;2008
Anopheles plumbeus;5.141.589;504.329;2008-06-11T02:00Z;11;6;2008
Aedes geniculatus;49.914.261;570.032;2008-06-24T02:00Z;24;6;2008
Culex pipiens;50.979.752;291.655;2008-05-11T02:00Z;11;5;2008
Aedes cantans;51.020.199;482.963;2008-05-28T02:00Z;28;5;2008
Culex pipiens;5.094.154;50.616;2008-06-10T02:00Z;10;6;2008
Culex torrentium;50.580.471;542.636;2008-06-03T02:00Z;3;6;2008
Anopheles claviger;5.141.589;504.329;2008-06-11T02:00Z;11;6;2008
Aedes geniculatus;5.100.021;552.501;2008-05-20T02:00Z;20;5;2008
Culex pipiens;50.534.939;458.032;2008-07-29T02:00Z;29;7;2008
Culex pipiens;50.882.061;471.998;2008-05-13T02:00Z;13;5;2008
Culex torrentium;50.507.439;540.841;2008-06-30T02:00Z;30;6;2008
Anopheles claviger;50.534.939;458.032;2008-07-29T02:00Z;29;7;2008
Culex pipiens;50.971.851;265.145;2008-05-11T02:00Z;11;5;2008
Culex pipiens;5.114.027;365.422;2008-05-05T02:00Z;5;5;2008
Culex pipiens;49.914.261;570.032;2008-06-24T02:00Z;24;6;2008
Aedes cantans;50.971.851;265.145;2008-05-11T02:00Z;11;5;2008
Culex torrentium;50.933.151;533.675;2008-06-10T02:00Z;10;6;2008
Anopheles claviger;5.112.513;40.506;2008-05-12T02:00Z;12;5;2008
Anopheles maculipennis;50.876.019;552.234;2008-05-27T02:00Z;27;5;2008
Culex pipiens;51.320.259;42.288;2008-05-12T02:00Z;12;5;2008
Culex pipiens;51.164.532;49.013;2008-06-04T02:00Z;4;6;2008
Anopheles claviger;51.033.428;297.443;2008-05-04T02:00Z;4;5;2008
Culex pipiens;50.508.621;52.923;2008-06-30T02:00Z;30;6;2008
Culex pipiens;50.519.959;436.888;2008-08-05T02:00Z;5;8;2008
Aedes cinereus;51.320.259;42.288;2008-05-12T02:00Z;12;5;2008
Culex pipiens;51.221.561;376.342;2008-05-05T02:00Z;5;5;2008
Anopheles claviger;50.889.999;476.747;2008-05-13T02:00Z;13;5;2008
Culex pipiens;5.088.892;487.956;2008-05-06T02:00Z;6;5;2008
Culex pipiens;5.141.589;504.329;2008-06-11T02:00Z;11;6;2008
Culex pipiens;5.055.122;542.833;2008-06-03T02:00Z;3;6;2008
Anopheles claviger;51.221.561;376.342;2008-05-05T02:00Z;5;5;2008
Culex pipiens;51.119.968;50.182;2008-06-04T02:00Z;4;6;2008
Anopheles claviger;50.781.521;529.123;2008-06-10T02:00Z;10;6;2008
Culex pipiens;50.507.439;540.841;2008-06-30T02:00Z;30;6;2008
Aedes cantans;50.031.528;430.696;2008-06-25T02:00Z;25;6;2008
Anopheles plumbeus;;;2008-06-30T02:00Z;30;6;2008
Culex pipiens;5.011.245;452.743;2008-06-11T02:00Z;11;6;2008
Culex pipiens;5.100.021;552.501;2008-05-20T02:00Z;20;5;2008
Culex pipiens;5.094.154;50.616;2008-06-10T02:00Z;10;6;2008
Aedes geniculatus;50.031.528;430.696;2008-06-25T02:00Z;25;6;2008
Anopheles claviger;5.055.122;542.833;2008-06-03T02:00Z;3;6;2008
Culex pipiens;49.801.998;556.894;2008-07-01T02:00Z;1;7;2008
Aedes rusticus;50.869.759;495.605;2008-05-06T02:00Z;6;5;2008
Anopheles claviger;50.971.851;265.145;2008-05-11T02:00Z;11;5;2008
Culex pipiens;50.131.931;43.711;2008-07-02T02:00Z;2;7;2008
Culex torrentium;51.164.532;49.013;2008-06-04T02:00Z;4;6;2008
Anopheles plumbeus;50.568.062;421.518;2008-05-20T02:00Z;20;5;2008
Aedes geniculatus;49.995.129;465.142;2008-06-18T02:00Z;18;6;2008
Culex pipiens;49.707.371;525.763;2008-06-30T02:00Z;30;6;2008
Culiseta annulata;50.876.019;552.234;2008-05-27T02:00Z;27;5;2008
Anopheles claviger;5.114.027;365.422;2008-05-05T02:00Z;5;5;2008
Aedes punctor;50.015.671;464.558;2008-06-11T02:00Z;11;6;2008
Aedes punctor;49.995.129;465.142;2008-06-18T02:00Z;18;6;2008
Anopheles claviger;50.285.149;557.869;2008-06-03T02:00Z;3;6;2008
Aedes vexans;5.003.088;559.568;2008-06-17T02:00Z;17;6;2008
Culex pipiens;50.869.759;495.605;2008-05-06T02:00Z;6;5;2008
Aedes punctor;5.008.263;541.736;2008-06-17T02:00Z;17;6;2008
Culiseta annulata;50.191.601;4.694.434;2008-05-28T02:00Z;28;5;2008
Aedes cantans;5.095.932;557.015;2008-05-20T02:00Z;20;5;2008
Culex pipiens;50.568.062;421.518;2008-05-20T02:00Z;20;5;2008
Aedes cantans;50.947.449;456.994;2008-05-21T02:00Z;21;5;2008
Culex pipiens;49.801.998;556.894;2008-07-01T02:00Z;1;7;2008
Culex pipiens;51.089.489;485.042;2008-05-28T02:00Z;28;5;2008
Anopheles claviger;51.070.042;392.787;2008-05-05T02:00Z;5;5;2008
Anopheles plumbeus;5.100.021;552.501;2008-05-20T02:00Z;20;5;2008
Aedes cinereus;5.095.932;557.015;2008-05-20T02:00Z;20;5;2008
Culiseta annulata;50.607.281;603.365;2008-05-19T02:00Z;19;5;2008
Anopheles claviger;50.031.528;430.696;2008-06-25T02:00Z;25;6;2008
Culex pipiens;50.166.649;468.674;2008-06-04T02:00Z;4;6;2008
Aedes vexans;49.835.152;487.801;2008-06-16T02:00Z;16;6;2008
Culex pipiens;50.063.271;510.377;2008-06-02T02:00Z;2;6;2008
Anopheles plumbeus;5.066.925;575.856;2008-05-05T02:00Z;5;5;2008
Anopheles plumbeus;5.020.269;46.085;2008-06-04T02:00Z;4;6;2008
Culex pipiens;5.036.681;571.261;2008-06-16T02:00Z;16;6;2008
Anopheles claviger;50.947.449;456.994;2008-05-21T02:00Z;21;5;2008
Culex pipiens;51.164.532;49.013;2008-06-04T02:00Z;4;6;2008
Culex pipiens;50.947.449;456.994;2008-05-21T02:00Z;21;5;2008
Anopheles plumbeus;50.607.281;603.365;2008-05-19T02:00Z;19;5;2008
Culiseta annulata;5.099.538;473.831;2008-05-21T02:00Z;21;5;2008
Anopheles claviger;50.606.861;417.235;2008-05-27T02:00Z;27;5;2008
Aedes rusticus;5.006.823;455.147;2008-06-11T02:00Z;11;6;2008
Aedes communis;50.607.281;603.365;2008-05-19T02:00Z;19;5;2008
Aedes rusticus;51.032.398;439.225;2008-05-14T02:00Z;14;5;2008
Aedes geniculatus;5.011.245;452.743;2008-06-11T02:00Z;11;6;2008
Anopheles plumbeus;50.577.049;580.705;2008-05-19T02:00Z;19;5;2008
Aedes rusticus;50.166.649;468.674;2008-06-04T02:00Z;4;6;2008
Culiseta annulata;51.024.078;559.632;2008-05-20T02:00Z;20;5;2008
Anopheles claviger;51.227.379;450.526;;;;
Aedes rusticus;50.568.062;421.518;2008-05-20T02:00Z;20;5;2008
Culex pipiens;50.479.771;485.537;2008-05-14T02:00Z;14;5;2008
Anopheles claviger;51.138.672;451.324;2008-05-07T02:00Z;7;5;2008
Culex pipiens;50.317.902;534.125;2008-05-19T02:00Z;19;5;2008
Culex pipiens;5.099.538;473.831;2008-05-21T02:00Z;21;5;2008
Anopheles maculipennis;50.947.449;456.994;2008-05-21T02:00Z;21;5;2008
Aedes punctor;50.607.281;603.365;2008-05-19T02:00Z;19;5;2008
Aedes cantans;5.099.538;473.831;2008-05-21T02:00Z;21;5;2008
Anopheles plumbeus;5.142.572;499.479;2007-08-14T02:00Z;14;8;2007
Culex pipiens;5.029.591;470.403;2008-05-21T02:00Z;21;5;2008
Aedes punctor;50.606.861;417.235;2008-05-27T02:00Z;27;5;2008
Culiseta annulata;5.100.021;552.501;2008-05-20T02:00Z;20;5;2008
Culex pipiens;50.510.689;429.109;2008-05-20T02:00Z;20;5;2008
Culex pipiens;50.409.809;514.754;2008-05-19T02:00Z;19;5;2008
Anopheles claviger;51.115.051;444.907;2008-05-14T02:00Z;14;5;2008
Culex pipiens;49.675.072;566.015;2008-07-07T02:00Z;7;7;2008
Culex pipiens;50.617.851;407.718;2008-05-27T02:00Z;27;5;2008
Culex pipiens;51.138.672;451.324;2008-05-07T02:00Z;7;5;2008
Anopheles claviger;5.067.429;59.387;2008-05-12T02:00Z;12;5;2008
Aedes punctor;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Aedes cantans;50.237.579;471.008;2008-05-28T02:00Z;28;5;2008
Anopheles maculipennis;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Aedes rusticus;50.426.182;427.474;2008-05-12T02:00Z;12;5;2008
Culex pipiens;50.201;522.274;2008-05-26T02:00Z;26;5;2008
Anopheles maculipennis;50.719.719;609.002;2007-05-15T02:00Z;15;5;2007
Culex pipiens;5.066.925;575.856;2008-05-05T02:00Z;5;5;2008
Anopheles claviger;50.409.809;514.754;2008-05-19T02:00Z;19;5;2008
Anopheles plumbeus;50.719.719;609.002;2007-05-15T02:00Z;15;5;2007
Aedes rusticus;51.145.802;565.738;2008-05-06T02:00Z;6;5;2008
Anopheles claviger;51.032.398;439.225;2008-05-14T02:00Z;14;5;2008
Aedes cinereus;51.038.521;566.941;2007-08-27T02:00Z;27;8;2007
Aedes punctor;51.076.771;546.486;2008-05-13T02:00Z;13;5;2008
Aedes punctor;51.024.078;559.632;2008-05-20T02:00Z;20;5;2008
Culiseta annulata;5.106.543;446.866;2008-05-14T02:00Z;14;5;2008
Culex pipiens;50.664.749;601.292;;;;
Culex pipiens;50.426.182;427.474;2008-05-12T02:00Z;12;5;2008
Aedes geniculatus;50.317.902;534.125;2008-05-19T02:00Z;19;5;2008
Aedes cantans;51.145.802;565.738;2008-05-06T02:00Z;6;5;2008
Aedes punctor;50.596.741;610.785;2008-05-26T02:00Z;26;5;2008
Culex pipiens;505.755;470.708;2008-05-12T02:00Z;12;5;2008
Culiseta annulata;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Culex pipiens;51.038.521;566.941;2007-08-27T02:00Z;27;8;2007
Culex pipiens;51.032.398;439.225;2008-05-14T02:00Z;14;5;2008
Anopheles plumbeus;51.145.802;565.738;2008-05-06T02:00Z;6;5;2008
Culex pipiens;51.076.771;546.486;2008-05-13T02:00Z;13;5;2008
Culex pipiens;5.067.429;59.387;2008-05-12T02:00Z;12;5;2008
Aedes geniculatus;51.015.499;575.789;2007-05-06T02:00Z;6;5;2007
Culiseta annulata;5.128.685;504.774;2007-08-21T02:00Z;21;8;2007
Anopheles claviger;5.142.572;499.479;2007-08-14T02:00Z;14;8;2007
Culiseta annulata;50.719.719;609.002;2007-05-15T02:00Z;15;5;2007
Culex pipiens;;;2007-07-02T02:00Z;2;7;2007
Aedes communis;50.719.719;609.002;2007-05-15T02:00Z;15;5;2007
Culex pipiens;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Culex pipiens;50.743.408;580.137;2008-05-05T02:00Z;5;5;2008
Culex pipiens;5.142.572;499.479;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.643.951;571.754;2008-05-05T02:00Z;5;5;2008
Culex pipiens;5.128.685;504.774;2007-08-21T02:00Z;21;8;2007
Anopheles maculipennis;5.142.572;499.479;2007-08-14T02:00Z;14;8;2007
Culex pipiens;50.488.709;436.777;2008-05-06T02:00Z;6;5;2008
Anopheles claviger;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Culex pipiens;51.145.802;565.738;2008-05-06T02:00Z;6;5;2008
Aedes geniculatus;50.606.861;417.235;2008-05-27T02:00Z;27;5;2008
Anopheles claviger;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Culex pipiens;51.227.379;450.526;;;;
Culex pipiens;5.142.572;499.479;2007-08-14T02:00Z;14;8;2007
Culiseta annulata;51.015.499;575.789;2007-05-06T02:00Z;6;5;2007
Culex pipiens;50.614.239;474.053;2007-07-31T02:00Z;31;7;2007
Aedes communis;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Anopheles plumbeus;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Aedes rusticus;50.079.689;434.853;2007-06-04T02:00Z;4;6;2007
Aedes cantans;51.071.232;479.908;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.108.669;375.142;2007-09-17T02:00Z;17;9;2007
Culex pipiens;51.038.521;566.941;2007-08-27T02:00Z;27;8;2007
Anopheles maculipennis;51.071.232;479.908;2007-06-18T02:00Z;18;6;2007
Anopheles maculipennis;5.128.685;504.774;2007-08-21T02:00Z;21;8;2007
Culiseta annulata;51.038.521;566.941;2007-08-27T02:00Z;27;8;2007
Culex pipiens;51.249.722;541.704;2008-05-06T02:00Z;6;5;2008
Culex pipiens;51.095.711;270.109;2007-08-19T02:00Z;19;8;2007
Culex pipiens;;;2007-10-03T02:00Z;3;10;2007
Aedes vexans;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Aedes cinereus;51.245.739;495.421;2007-08-28T02:00Z;28;8;2007
Aedes punctor;51.071.232;479.908;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.071.232;479.908;2007-06-18T02:00Z;18;6;2007
Aedes rusticus;50.664.749;601.292;;;;
Culiseta annulata;5.142.572;499.479;2007-08-14T02:00Z;14;8;2007
Aedes vexans;51.038.521;566.941;2007-08-27T02:00Z;27;8;2007
